run_utc_iso,total_loaded_lines,after_human_filter,after_global_dedup,dedup_dropped_total,dedup_duplicate_text,out_jsonl
2026-04-08T20:10:36.471168+00:00,40031,36121,36120,1,1,/Users/askar/projects/antifraud-deepfake-detection/v2/data/interim/assembled/dataset1_human.jsonl
